CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Special Topics in Electrical & Computer Engineering,ECE,1501,An Undergrad's Guide to Electrical Engineering,Special Topics in Electrical & Computer EngineeringECE1501An Undergrad's Guide to Electrical Engineering
Science of Information,ECE,2066,,Science of InformationECE2066
Digital Logic Design,ECE,2330,,Digital Logic DesignECE2330
Special Topics in Electrical and Computer Engineering,ECE,2502,Brain-Computer Interface,Special Topics in Electrical and Computer EngineeringECE2502Brain-Computer Interface
Special Topics in Electrical and Computer Engineering,ECE,2502,Mining on Mars,Special Topics in Electrical and Computer EngineeringECE2502Mining on Mars
Special Topics in Electrical and Computer Engineering,ECE,2502,Imaging for Neuroscience,Special Topics in Electrical and Computer EngineeringECE2502Imaging for Neuroscience
ECE Fundamentals I,ECE,2630,,ECE Fundamentals IECE2630
ECE Fundamentals II,ECE,2660,,ECE Fundamentals IIECE2660
Electromagnetic Energy Conversion,ECE,3250,,Electromagnetic Energy ConversionECE3250
Electromagnetic Energy Conversion Lab,ECE,3251,,Electromagnetic Energy Conversion LabECE3251
Introduction to Embedded Computer Systems,ECE,3430,,Introduction to Embedded Computer SystemsECE3430
Special Topics in Electrical and Computer Engineering,ECE,3501,Embedded Computing & Robotics I,Special Topics in Electrical and Computer EngineeringECE3501Embedded Computing & Robotics I
Special Topics in Electrical and Computer Engineering,ECE,3502,Embedded Computing & Robotics II,Special Topics in Electrical and Computer EngineeringECE3502Embedded Computing & Robotics II
Special Topics in Electrical and Computer Engineering,ECE,3502,Foundations of Data Analysis,Special Topics in Electrical and Computer EngineeringECE3502Foundations of Data Analysis
ECE Fundamentals III,ECE,3750,,ECE Fundamentals IIIECE3750
Solid State Devices for Renewable Energy Conversion,ECE,4103,,Solid State Devices for Renewable Energy ConversionECE4103
Fundamentals of Nanoelectronics,ECE,4140,,Fundamentals of NanoelectronicsECE4140
Introduction to VLSI Design,ECE,4332,,Introduction to VLSI DesignECE4332
Computer Architecture & Design,ECE,4435,,Computer Architecture & DesignECE4435
Computer Networks,ECE,4457,,Computer NetworksECE4457
Special Topics in Electrical and Computer Engineering,ECE,4501,Optical Quantum Electronics,Special Topics in Electrical and Computer EngineeringECE4501Optical Quantum Electronics
Special Topics in Electrical and Computer Engineering,ECE,4501,Optical Communication Devices,Special Topics in Electrical and Computer EngineeringECE4501Optical Communication Devices
Special Topics in Electrical and Computer Engineering,ECE,4502,Digital Control Techniques for Robotic Systems,Special Topics in Electrical and Computer EngineeringECE4502Digital Control Techniques for Robotic Systems
Special Topics in Electrical and Computer Engineering,ECE,4502,Digital Control Robotics Lab,Special Topics in Electrical and Computer EngineeringECE4502Digital Control Robotics Lab
Special Topics in Electrical and Computer Engineering,ECE,4502,Statistical Learning and Graphical Models,Special Topics in Electrical and Computer EngineeringECE4502Statistical Learning and Graphical Models
Special Topics in Electrical and Computer Engineering,ECE,4502,Robots and Humans,Special Topics in Electrical and Computer EngineeringECE4502Robots and Humans
Special Topics in Electrical and Computer Engineering,ECE,4502,Graph Mining,Special Topics in Electrical and Computer EngineeringECE4502Graph Mining
Special Topics in Electrical and Computer Engineering,ECE,4502,Hardware for Modern Day Computing,Special Topics in Electrical and Computer EngineeringECE4502Hardware for Modern Day Computing
Applied Research and Design Lab,ECE,4550,FPGA Design,Applied Research and Design LabECE4550FPGA Design
Applied Research and Design Lab,ECE,4550,ASIC/SOC Design,Applied Research and Design LabECE4550ASIC/SOC Design
Digital Signal Processing,ECE,4750,,Digital Signal ProcessingECE4750
Wireless Communications,ECE,4784,,Wireless CommunicationsECE4784
Electrical Engineering Projects,ECE,4908,,Electrical Engineering ProjectsECE4908
Microelectronic Integrated Circuit Fabrication,ECE,5150,,Microelectronic Integrated Circuit FabricationECE5150
Special Topics in Electrical and Computer Engineering,ECE,5502,Photovoltaics,Special Topics in Electrical and Computer EngineeringECE5502Photovoltaics
Special Topics in Electrical and Computer Engineering,ECE,5502,Hardware-Software Security,Special Topics in Electrical and Computer EngineeringECE5502Hardware-Software Security
Fundamentals of Nanoelectronics,ECE,6140,,Fundamentals of NanoelectronicsECE6140
VLSI Design,ECE,6332,,VLSI DesignECE6332
Computer Architecture and Design,ECE,6435,,Computer Architecture and DesignECE6435
Robots and Humans,ECE,6465,,Robots and HumansECE6465
Topics in Electrical and Computer Engineering,ECE,6501,Optical Quantum Electronics,Topics in Electrical and Computer EngineeringECE6501Optical Quantum Electronics
Topics in Electrical and Computer Engineering,ECE,6501,Optical Communication Devices,Topics in Electrical and Computer EngineeringECE6501Optical Communication Devices
Special Topics in Electrical and Computer Engineering,ECE,6502,Photovoltaics,Special Topics in Electrical and Computer EngineeringECE6502Photovoltaics
Special Topics in Electrical and Computer Engineering,ECE,6502,Statistical Learning and Graphical Models,Special Topics in Electrical and Computer EngineeringECE6502Statistical Learning and Graphical Models
Special Topics in Electrical and Computer Engineering,ECE,6502,Hardware for Modern Day Computing,Special Topics in Electrical and Computer EngineeringECE6502Hardware for Modern Day Computing
Special Topics in Electrical and Computer Engineering,ECE,6502,Advanced Digital Design Laboratory,Special Topics in Electrical and Computer EngineeringECE6502Advanced Digital Design Laboratory
Special Topics in Electrical and Computer Engineering,ECE,6502,Digital Control Techniques for Robotic Systems,Special Topics in Electrical and Computer EngineeringECE6502Digital Control Techniques for Robotic Systems
Special Topics in Electrical and Computer Engineering,ECE,6502,Digital Control Robotics Lab,Special Topics in Electrical and Computer EngineeringECE6502Digital Control Robotics Lab
Special Topics in Electrical and Computer Engineering,ECE,6502,"Electrical, Magnetic & Optical Properties of Matls","Special Topics in Electrical and Computer EngineeringECE6502Electrical, Magnetic & Optical Properties of Matls"
Special Topics in Electrical and Computer Engineering,ECE,6502,Graph Mining,Special Topics in Electrical and Computer EngineeringECE6502Graph Mining
Optoelectronic Devices,ECE,6642,,Optoelectronic DevicesECE6642
Information Theory and Coding,ECE,6717,,Information Theory and CodingECE6717
Digital Signal Processing,ECE,6750,,Digital Signal ProcessingECE6750
Wireless Communications,ECE,6784,,Wireless CommunicationsECE6784
Introduction to Control Systems,ECE,6850,,Introduction to Control SystemsECE6850
Independent Study,ECE,6993,,Independent StudyECE6993
Supervised Graduate Teaching Experience,ECE,6996,,Supervised Graduate Teaching ExperienceECE6996
Independent Study,ECE,7993,,Independent StudyECE7993
Graduate Teaching Instruction,ECE,8897,,Graduate Teaching InstructionECE8897
Thesis,ECE,8999,,ThesisECE8999
Graduate Teaching Instruction,ECE,9897,,Graduate Teaching InstructionECE9897
Dissertation,ECE,9999,,DissertationECE9999
Principles of Economics: Microeconomics,ECON,2010,,Principles of Economics: MicroeconomicsECON2010
Principles of Economics: Macroeconomics,ECON,2020,,Principles of Economics: MacroeconomicsECON2020
Intermediate Microeconomics,ECON,3010,,Intermediate MicroeconomicsECON3010
Intermediate Macroeconomics,ECON,3020,,Intermediate MacroeconomicsECON3020
Money and Banking,ECON,3030,,Money and BankingECON3030
The Economics of Welfare Reform,ECON,3050,,The Economics of Welfare ReformECON3050
Economics of the Middle East,ECON,3630,,Economics of the Middle EastECON3630
Introduction to Econometrics,ECON,3720,,Introduction to EconometricsECON3720
Auction Theory and Practice,ECON,4020,,Auction Theory and PracticeECON4020
Competitive Strategy,ECON,4110,,Competitive StrategyECON4110
"The Economics of Risk, Uncertainty, and Information",ECON,4170,,"The Economics of Risk, Uncertainty, and InformationECON4170"
Empirical Industrial Organization,ECON,4195,,Empirical Industrial OrganizationECON4195
International Finance and Macroeconomics,ECON,4220,,International Finance and MacroeconomicsECON4220
Seminar on Trade and Development,ECON,4230,,Seminar on Trade and DevelopmentECON4230
Corporate Finance,ECON,4350,,Corporate FinanceECON4350
Empirical Finance,ECON,4360,,Empirical FinanceECON4360
Global Financial Markets,ECON,4365,,Global Financial MarketsECON4365
Behavioral Finance,ECON,4370,,Behavioral FinanceECON4370
Economic Inequality,ECON,4440,,Economic InequalityECON4440
Artificial Intelligence and the Future of Work,ECON,4444,,Artificial Intelligence and the Future of WorkECON4444
New Course in Economics,ECON,4559,College Choice: Economics & Policy Innovation,New Course in EconomicsECON4559College Choice: Economics & Policy Innovation
New Course in Economics,ECON,4559,The Economics of Immigration,New Course in EconomicsECON4559The Economics of Immigration
New Course in Economics,ECON,4559,,New Course in EconomicsECON4559
Economic Development,ECON,4610,,Economic DevelopmentECON4610
Seminar on Development Economics,ECON,4620,,Seminar on Development EconomicsECON4620
Econometric Methods,ECON,4720,,Econometric MethodsECON4720
"Markets, Mechanisms, and Machines",ECON,4730,,"Markets, Mechanisms, and MachinesECON4730"
Seminar in Policy Analysis,ECON,4880,,Seminar in Policy AnalysisECON4880
Independent Study,ECON,4993,,Independent StudyECON4993
Distinguished Majors Thesis,ECON,4999,,Distinguished Majors ThesisECON4999
New Course in Economics,ECON,5559,Chicago Price Theory,New Course in EconomicsECON5559Chicago Price Theory
Microeconomic Theory II,ECON,7030,,Microeconomic Theory IIECON7030
Macroeconomic Theory II,ECON,7040,,Macroeconomic Theory IIECON7040
Econometrics II,ECON,7720,,Econometrics IIECON7720
Microeconomic Theory III,ECON,8010,,Microeconomic Theory IIIECON8010
Economics of Labor Markets,ECON,8150,,Economics of Labor MarketsECON8150
Industrial Organization II,ECON,8180,,Industrial Organization IIECON8180
Economics of Underdeveloped Areas,ECON,8190,,Economics of Underdeveloped AreasECON8190
International Finance,ECON,8220,,International FinanceECON8220
Advanced Topics in International Trade,ECON,8230,,Advanced Topics in International TradeECON8230
Public Economics I,ECON,8310,,Public Economics IECON8310
Empirical Macroeconomics,ECON,8360,,Empirical MacroeconomicsECON8360
Macroeconomics Workshop,ECON,8420,,Macroeconomics WorkshopECON8420
International Trade and Development Workshop,ECON,8440,,International Trade and Development WorkshopECON8440
Econometrics Workshop,ECON,8460,,Econometrics WorkshopECON8460
Time Series Econometrics,ECON,8720,,Time Series EconometricsECON8720
Research Methods in Economics,ECON,8991,,Research Methods in EconomicsECON8991
Supervised Study,ECON,8995,,Supervised StudyECON8995
"Non-Topical Research, Preparation for Research",ECON,8998,,"Non-Topical Research, Preparation for ResearchECON8998"
Non-Topical Research,ECON,8999,,Non-Topical ResearchECON8999
"Non-Topical Research, Preparation for Doctoral Research",ECON,9998,,"Non-Topical Research, Preparation for Doctoral ResearchECON9998"
Non-Topical Research,ECON,9999,,Non-Topical ResearchECON9999
So You Want to Change the World: Foundations of Community Engagement,EDHS,1120,,So You Want to Change the World: Foundations of Community EngagementEDHS1120
Drug Awareness,EDHS,2230,,Drug AwarenessEDHS2230
Substance Abuse,EDHS,2240,,Substance AbuseEDHS2240
Stress and Anxiety Management,EDHS,2250,,Stress and Anxiety ManagementEDHS2250
Introduction to Clinical Observation and Methods,EDHS,2460,,Introduction to Clinical Observation and MethodsEDHS2460
Practice in Community and Youth Engagement,EDHS,2900,,Practice in Community and Youth EngagementEDHS2900
Development and Prevention of Youth Violence,EDHS,3055,,Development and Prevention of Youth ViolenceEDHS3055
Introduction to Design & Thinking,EDHS,3070,,Introduction to Design & ThinkingEDHS3070
Understanding Autism,EDHS,3110,,Understanding AutismEDHS3110
Introduction to Counseling Student Athletes,EDHS,3200,,Introduction to Counseling Student AthletesEDHS3200
Peer Health Education,EDHS,3240,,Peer Health EducationEDHS3240
Professional Development and Team Dynamics,EDHS,3250,,Professional Development and Team DynamicsEDHS3250
Social Innovation in Nepal: Pre-Departure,EDHS,3400,,Social Innovation in Nepal: Pre-DepartureEDHS3400
Peer Counseling Theory and Skills,EDHS,3895,,Peer Counseling Theory and SkillsEDHS3895
Internship,EDHS,3985,,InternshipEDHS3985
Speech and Hearing Science,EDHS,4030,,Speech and Hearing ScienceEDHS4030
Anatomy & Physiology of Speech & Hearing Mechanisms,EDHS,4040,,Anatomy & Physiology of Speech & Hearing MechanismsEDHS4040
Introduction to Aural (Re)Habilitation,EDHS,4150,,Introduction to Aural (Re)HabilitationEDHS4150
Youth and Social Innovation Capstone II,EDHS,4400,,Youth and Social Innovation Capstone IIEDHS4400
Personal Adjustment and the Science of Happiness,EDHS,4810,,Personal Adjustment and the Science of HappinessEDHS4810
Independent Study,EDHS,4993,,Independent StudyEDHS4993
Directed Research,EDHS,4995,,Directed ResearchEDHS4995
"Career Development: Theory, Practice and Trends",EDHS,5220,,"Career Development: Theory, Practice and TrendsEDHS5220"
"Youth Sociopolitical Development: Foundations, Theory, & Application",EDHS,5400,,"Youth Sociopolitical Development: Foundations, Theory, & ApplicationEDHS5400"
Independent Study,EDHS,5993,,Independent StudyEDHS5993
Diversity Issues in Clinical Psychology,EDHS,6010,,Diversity Issues in Clinical PsychologyEDHS6010
Evidence Based Practice,EDHS,7020,,Evidence Based PracticeEDHS7020
Autism and Related Disorders,EDHS,7140,,Autism and Related DisordersEDHS7140
Counseling Student Athletes,EDHS,7200,,Counseling Student AthletesEDHS7200
Introduction to Career Interventions,EDHS,7220,,Introduction to Career InterventionsEDHS7220
Appraisal and Assessment in School Counseling,EDHS,7225,,Appraisal and Assessment in School CounselingEDHS7225
Group Counseling Procedures,EDHS,7240,,Group Counseling ProceduresEDHS7240
Essential Counseling Skills,EDHS,7290,,Essential Counseling SkillsEDHS7290
Multicultural Counseling,EDHS,7300,,Multicultural CounselingEDHS7300
Seminar: Issues in Professional Psychology,EDHS,7630,,Seminar: Issues in Professional PsychologyEDHS7630
Neurogenic Communication Disorders,EDHS,8030,,Neurogenic Communication DisordersEDHS8030
Disorders of Language II,EDHS,8100,,Disorders of Language IIEDHS8100
Dysphagia,EDHS,8130,,DysphagiaEDHS8130
Clinical Seminars,EDHS,8150,,Clinical SeminarsEDHS8150
Clinical Externship,EDHS,8170,,Clinical ExternshipEDHS8170
Substance Abuse Counseling,EDHS,8240,,Substance Abuse CounselingEDHS8240
Counselor Education Master's Practicum,EDHS,8290,,Counselor Education Master's PracticumEDHS8290
Counseling Children and Adolescents,EDHS,8340,,Counseling Children and AdolescentsEDHS8340
Internship in Professional School Counseling,EDHS,8390,,Internship in Professional School CounselingEDHS8390
